order_id,order_date,customer_id,payment_method
O02098,09/01/2024,C0436,Mobile Banking
O02099,20/10/2024,C0504,Card
O02100,07/05/2024,C0203,Mobile Banking
O02101,30/04/2024,C1327,Mobile Banking
O02102,16/04/2024,C1096,Mobile Banking
O02103,19/12/2024,C1179,Mobile Banking
O02104,11/04/2024,C0818,Cash
O02105,08/11/2024,C1119,Card
O02106,26/03/2024,C0155,Cash
O02107,24/02/2024,C1234,Mobile Banking
O02108,12/05/2024,C0066,Cash
O02109,06/01/2024,C0561,Mobile Banking
O02110,13/08/2024,C1162,Cash
O02111,16/10/2024,C0463,Mobile Banking
O02112,02/08/2024,C1345,Mobile Banking
O02113,20/09/2024,C1383,Cash
O02114,01/08/2024,C1168,Cash
O02115,20/03/2024,C0865,Card
O02116,24/09/2024,C1432,Cash
O02117,27/10/2024,C0117,Mobile Banking
O02118,04/02/2024,C1040,Mobile Banking
O02119,11/03/2024,C0424,Mobile Banking
O02120,27/10/2024,C1149,Card
O02121,03/01/2024,C0985,Cash
O02122,13/11/2024,C0695,Mobile Banking
O02123,05/11/2024,C0622,Mobile Banking
O02124,18/10/2024,C0985,Cash
O02125,22/04/2024,C0492,Cash
O02126,18/02/2024,C0225,Card
O02127,01/09/2024,C0900,Mobile Banking
O02128,30/10/2024,C0266,Mobile Banking
O02129,12/10/2024,C0080,Mobile Banking
O02130,20/05/2024,C0931,Card
O02131,14/01/2024,C0161,Cash
O02132,22/08/2024,C0316,Mobile Banking
O02133,18/09/2024,C0081,Mobile Banking
O02134,29/11/2024,C0319,Mobile Banking
O02135,30/12/2024,C0979,Cash
O02136,30/11/2024,C1144,Mobile Banking
O02137,09/06/2024,C1491,Mobile Banking
O02138,24/11/2024,C0011,Mobile Banking
O02139,08/05/2024,C1311,Card
O02140,23/09/2024,C1120,Mobile Banking
O02141,17/10/2024,C1198,Cash
O02142,02/05/2024,C0576,Cash
O02143,04/02/2024,C0793,Card
O02144,07/05/2024,C0319,Card
O02145,05/07/2024,C1206,Mobile Banking
O02146,31/05/2024,C1316,Mobile Banking
O02147,05/06/2024,C0770,Cash
O02148,12/02/2024,C0400,Card
O02149,07/01/2024,C1189,Card
O02150,13/01/2024,C0490,Cash
O02151,03/11/2024,C0136,Card
O02152,15/12/2024,C1232,Card
O02153,01/06/2024,C0563,Mobile Banking
O02154,09/12/2024,C0859,Card
O02155,19/01/2024,C0057,Card
O02156,20/03/2024,C1230,Mobile Banking
O02157,01/10/2024,C1288,Card
O02158,30/11/2024,C1169,Cash
O02159,13/07/2024,C1185,Cash
O02160,12/12/2024,C1100,Cash
O02161,08/07/2024,C0512,Cash
O02162,03/12/2024,C0905,Mobile Banking
O02163,23/09/2024,C1377,Card
O02164,21/01/2024,C0757,Cash
O02165,27/10/2024,C0418,Mobile Banking
O02166,29/09/2024,C0201,Cash
O02167,26/06/2024,C0696,Cash
O02168,04/11/2024,C1154,Cash
O02169,21/10/2024,C0441,Cash
O02170,23/10/2024,C0035,Mobile Banking
O02171,08/12/2024,C1114,Card
O02172,09/11/2024,C1176,Card
O02173,17/01/2024,C0093,Cash
O02174,08/06/2024,C0687,Cash
O02175,27/12/2024,C1264,Card
O02176,16/09/2024,C0617,Cash
O02177,07/05/2024,C0116,Cash
O02178,12/03/2024,C0159,Cash
O02179,28/01/2024,C0758,Mobile Banking
O02180,04/04/2024,C1324,Card
O02181,16/09/2024,C1494,Cash
O02182,01/08/2024,C0080,Mobile Banking
O02183,03/05/2024,C0768,Card
O02184,22/12/2024,C0849,Mobile Banking
O02185,11/09/2024,C1322,Cash
O02186,05/12/2024,C0671,Cash
O02187,29/01/2024,C0366,Mobile Banking
O02188,08/02/2024,C0310,Card
O02189,02/06/2024,C0692,Card
O02190,10/01/2024,C0134,Mobile Banking
O02191,24/10/2024,C1223,Mobile Banking
O02192,14/07/2024,C0433,Mobile Banking
O02193,13/02/2024,C0243,Mobile Banking
O02194,10/01/2024,C0540,Cash
O02195,01/10/2024,C0655,Cash
O02196,31/05/2024,C0031,Card
O02197,06/10/2024,C1459,Cash
O02198,09/03/2024,C0680,Cash
O02199,24/11/2024,C1314,Cash
O02200,29/03/2024,C0329,Card
O02201,31/08/2024,C0697,Card
O02202,21/11/2024,C1354,Card
O02203,23/08/2024,C1325,Cash
O02204,09/11/2024,C1442,Cash
O02205,29/11/2024,C0613,Card
O02206,23/04/2024,C0702,Mobile Banking
O02207,30/01/2024,C0123,Mobile Banking
O02208,28/04/2024,C0881,Cash
O02209,13/03/2024,C0555,Cash
O02210,02/12/2024,C0497,Mobile Banking
O02211,21/04/2024,C0077,Mobile Banking
O02212,10/04/2024,C0335,Cash
O02213,03/09/2024,C1173,Card
O02214,29/08/2024,C0703,Cash
O02215,09/06/2024,C0388,Cash
O02216,06/10/2024,C0421,Cash
O02217,26/04/2024,C0257,Mobile Banking
O02218,19/07/2024,C0939,Card
O02219,05/11/2024,C0869,Mobile Banking
O02220,18/11/2024,C0113,Cash
O02221,08/08/2024,C1075,Card
O02222,06/12/2024,C0609,Cash
O02223,10/07/2024,C0596,Mobile Banking
O02224,29/08/2024,C1403,Mobile Banking
O02225,18/12/2024,C1339,Cash
O02226,23/07/2024,C0715,Cash
O02227,15/03/2024,C1459,Card
O02228,28/06/2024,C0890,Card
O02229,03/04/2024,C0615,Mobile Banking
O02230,28/10/2024,C1481,Card
O02231,26/08/2024,C0582,Cash
O02232,30/12/2024,C0805,Cash
O02233,23/08/2024,C0458,Card
O02234,10/01/2024,C1339,Cash
O02235,20/10/2024,C1159,Mobile Banking
O02236,26/11/2024,C0529,Cash
O02237,28/05/2024,C0077,Cash
O02238,31/03/2024,C0231,Cash
O02239,06/05/2024,C0443,Mobile Banking
O02240,11/09/2024,C0108,Mobile Banking
O02241,30/09/2024,C0984,Mobile Banking
O02242,26/11/2024,C1386,Cash
O02243,25/05/2024,C0381,Mobile Banking
O02244,28/03/2024,C0948,Cash
O02245,22/09/2024,C1137,Mobile Banking
O02246,16/07/2024,C0055,Cash
O02247,25/05/2024,C0250,Cash
O02248,09/06/2024,C0347,Mobile Banking
O02249,28/03/2024,C0659,Cash
O02250,10/03/2024,C0055,Cash
O02251,19/08/2024,C0555,Mobile Banking
O02252,10/02/2024,C0813,Card
O02253,04/12/2024,C0108,Card
O02254,07/09/2024,C0723,Mobile Banking
O02255,10/09/2024,C0248,Mobile Banking
O02256,06/09/2024,C0597,Mobile Banking
O02257,29/12/2024,C0774,Card
O02258,07/05/2024,C0251,Mobile Banking
O02259,18/11/2024,C1000,Mobile Banking
O02260,03/01/2024,C0712,Card
O02261,26/01/2024,C0932,Card
O02262,10/02/2024,C1346,Mobile Banking
O02263,02/04/2024,C0363,Mobile Banking
O02264,22/04/2024,C0722,Mobile Banking
O02265,09/10/2024,C1198,Mobile Banking
O02266,23/02/2024,C1039,Mobile Banking
O02267,20/09/2024,C1388,Card
O02268,01/04/2024,C0435,Mobile Banking
O02269,28/03/2024,C1078,Mobile Banking
O02270,20/09/2024,C0749,Card
O02271,30/01/2024,C1144,Mobile Banking
O02272,17/07/2024,C1371,Card
O02273,31/08/2024,C0698,Card
O02274,19/06/2024,C0501,Card
O02275,13/05/2024,C0040,Cash
O02276,14/09/2024,C0120,Card
O02277,18/08/2024,C0102,Mobile Banking
O02278,05/06/2024,C0307,Mobile Banking
O02279,28/09/2024,C0549,Card
O02280,14/03/2024,C0441,Mobile Banking
O02281,07/08/2024,C0694,Card
O02282,03/04/2024,C0597,Mobile Banking
O02283,27/12/2024,C0731,Card
O02284,22/11/2024,C1126,Card
O02285,08/08/2024,C0656,Mobile Banking
O02286,02/12/2024,C1360,Mobile Banking
O02287,01/09/2024,C1360,Mobile Banking
O02288,07/07/2024,C0107,Card
O02289,28/06/2024,C0255,Mobile Banking
O02290,27/12/2024,C0329,Cash
O02291,08/05/2024,C0249,Card
O02292,15/09/2024,C0717,Mobile Banking
O02293,04/10/2024,C0291,Card
O02294,18/02/2024,C0019,Cash
O02295,13/04/2024,C0448,Mobile Banking
O02296,07/09/2024,C0401,Mobile Banking
O02297,28/03/2024,C0446,Mobile Banking
O02298,13/06/2024,C0494,Mobile Banking
O02299,04/10/2024,C0658,Card
O02300,20/07/2024,C1422,Cash
O02301,11/11/2024,C1476,Card
O02302,03/01/2024,C0734,Card
O02303,07/09/2024,C0196,Card
O02304,14/02/2024,C0483,Card
O02305,03/10/2024,C0137,Mobile Banking
O02306,22/02/2024,C1315,Mobile Banking
O02307,10/04/2024,C0862,Card
O02308,09/10/2024,C0906,Card
O02309,13/01/2024,C0936,Card
O02310,06/06/2024,C1252,Cash
O02311,16/01/2024,C0798,Card
O02312,20/04/2024,C1334,Card
O02313,05/06/2024,C0939,Card
O02314,20/02/2024,C0991,Cash
O02315,23/03/2024,C1491,Mobile Banking
O02316,25/04/2024,C0077,Cash
O02317,21/12/2024,C0237,Mobile Banking
O02318,12/09/2024,C0576,Card
O02319,30/11/2024,C0459,Mobile Banking
O02320,18/12/2024,C0214,Cash
O02321,21/02/2024,C1110,Cash
O02322,18/08/2024,C0345,Mobile Banking
O02323,29/04/2024,C0112,Cash
O02324,09/12/2024,C0513,Mobile Banking
O02325,22/02/2024,C0199,Card
O02326,10/04/2024,C0092,Card
O02327,04/02/2024,C1082,Mobile Banking
O02328,05/10/2024,C0767,Cash
O02329,23/07/2024,C0495,Card
O02330,22/02/2024,C1216,Cash
O02331,12/09/2024,C1403,Mobile Banking
O02332,02/12/2024,C0144,Mobile Banking
O02333,02/02/2024,C0010,Cash
O02334,22/03/2024,C0832,Card
O02335,15/05/2024,C1453,Cash
O02336,19/07/2024,C0162,Mobile Banking
O02337,11/11/2024,C0717,Cash
O02338,16/06/2024,C1415,Cash
O02339,06/08/2024,C0505,Mobile Banking
O02340,29/10/2024,C0629,Card
O02341,18/05/2024,C0019,Card
O02342,12/07/2024,C0750,Cash
O02343,08/08/2024,C0648,Mobile Banking
O02344,05/03/2024,C1189,Mobile Banking
O02345,21/07/2024,C1157,Mobile Banking
O02346,14/01/2024,C0974,Cash
O02347,09/09/2024,C1045,Card
O02348,13/01/2024,C0149,Mobile Banking
O02349,08/07/2024,C0557,Mobile Banking
O02350,19/05/2024,C1197,Card
O02351,13/01/2024,C1273,Mobile Banking
O02352,09/09/2024,C0475,Cash
O02353,06/10/2024,C1212,Card
O02354,03/09/2024,C0042,Cash
O02355,01/04/2024,C0864,Card
O02356,12/06/2024,C1382,Mobile Banking
O02357,05/05/2024,C1341,Cash
O02358,19/08/2024,C1487,Cash
O02359,16/09/2024,C1001,Cash
O02360,31/07/2024,C0463,Card
O02361,01/09/2024,C1168,Mobile Banking
O02362,16/06/2024,C0694,Mobile Banking
O02363,30/10/2024,C0417,Card
O02364,05/03/2024,C0162,Card
O02365,30/01/2024,C1295,Card
O02366,26/06/2024,C1229,Cash
O02367,25/08/2024,C1005,Card
O02368,13/11/2024,C1009,Card
O02369,03/02/2024,C0940,Cash
O02370,21/07/2024,C0081,Cash
O02371,11/10/2024,C0786,Card
O02372,22/07/2024,C1399,Cash
O02373,23/12/2024,C0682,Card
O02374,24/06/2024,C0568,Mobile Banking
O02375,09/12/2024,C0625,Card
O02376,14/03/2024,C1006,Cash
O02377,29/04/2024,C0704,Card
O02378,17/04/2024,C1410,Cash
O02379,29/09/2024,C0687,Card
O02380,27/09/2024,C1338,Card
O02381,10/10/2024,C0381,Cash
O02382,23/04/2024,C0718,Mobile Banking
O02383,09/05/2024,C0305,Cash
O02384,24/08/2024,C0324,Mobile Banking
O02385,28/06/2024,C0425,Mobile Banking
O02386,10/07/2024,C0840,Mobile Banking
O02387,27/06/2024,C0734,Card
O02388,24/07/2024,C1304,Card
O02389,12/11/2024,C0175,Mobile Banking
O02390,30/06/2024,C1124,Cash
O02391,30/09/2024,C1352,Mobile Banking
O02392,11/05/2024,C0044,Mobile Banking
O02393,31/03/2024,C0698,Mobile Banking
O02394,24/06/2024,C0690,Cash
O02395,11/12/2024,C0009,Card
O02396,03/06/2024,C0498,Cash
O02397,09/05/2024,C1432,Mobile Banking
O02398,10/02/2024,C0178,Cash
O02399,21/06/2024,C1310,Card
O02400,03/09/2024,C0008,Cash
O02401,22/11/2024,C0258,Cash
O02402,09/05/2024,C1136,Mobile Banking
O02403,02/08/2024,C0116,Cash
O02404,21/12/2024,C1218,Mobile Banking
O02405,24/12/2024,C0066,Mobile Banking
O02406,14/03/2024,C1010,Mobile Banking
O02407,21/12/2024,C1270,Cash
O02408,17/05/2024,C0838,Card
O02409,11/04/2024,C0830,Mobile Banking
O02410,10/04/2024,C1247,Card
O02411,13/07/2024,C0433,Card
O02412,28/02/2024,C1325,Card
O02413,22/10/2024,C0853,Mobile Banking
O02414,25/02/2024,C1033,Cash
O02415,07/03/2024,C0481,Mobile Banking
O02416,13/12/2024,C0570,Mobile Banking
O02417,11/03/2024,C0879,Mobile Banking
O02418,20/10/2024,C1008,Mobile Banking
O02419,18/05/2024,C0918,Cash
O02420,07/10/2024,C0329,Mobile Banking
O02421,22/04/2024,C0457,Card
O02422,01/11/2024,C0012,Cash
O02423,18/08/2024,C0099,Mobile Banking
O02424,20/06/2024,C0283,Card
O02425,12/05/2024,C1488,Mobile Banking
O02426,15/05/2024,C0427,Cash
O02427,15/01/2024,C1247,Mobile Banking
O02428,02/04/2024,C0145,Cash
O02429,04/01/2024,C0063,Mobile Banking
O02430,08/07/2024,C0863,Mobile Banking
O02431,21/08/2024,C0577,Cash
O02432,25/04/2024,C1012,Mobile Banking
O02433,23/02/2024,C0008,Mobile Banking
O02434,07/12/2024,C0267,Card
O02435,11/03/2024,C0248,Mobile Banking
O02436,18/10/2024,C1119,Mobile Banking
O02437,02/01/2024,C0100,Card
O02438,10/04/2024,C0939,Card
O02439,09/10/2024,C1307,Mobile Banking
O02440,10/12/2024,C1074,Mobile Banking
O02441,25/03/2024,C0355,Mobile Banking
O02442,07/10/2024,C0204,Card
O02443,22/06/2024,C0947,Card
O02444,27/07/2024,C1432,Mobile Banking
O02445,11/10/2024,C1177,Cash
O02446,13/08/2024,C0124,Cash
O02447,26/05/2024,C0837,Card
O02448,15/08/2024,C0099,Mobile Banking
O02449,07/04/2024,C0005,Mobile Banking
O02450,03/05/2024,C1271,Mobile Banking
O02451,29/09/2024,C0598,Cash
O02452,28/05/2024,C0536,Cash
O02453,03/05/2024,C1452,Mobile Banking
O02454,15/04/2024,C0975,Card
O02455,07/12/2024,C0733,Mobile Banking
O02456,06/03/2024,C0977,Mobile Banking
O02457,28/08/2024,C1086,Cash
O02458,18/07/2024,C1083,Card
O02459,24/06/2024,C0216,Card
O02460,10/03/2024,C0413,Cash
O02461,01/10/2024,C0472,Card
O02462,20/07/2024,C0565,Cash
O02463,14/09/2024,C1295,Card
O02464,15/10/2024,C1308,Mobile Banking
O02465,22/12/2024,C0076,Cash
O02466,29/01/2024,C0518,Mobile Banking
O02467,21/09/2024,C0279,Card
O02468,27/10/2024,C0048,Mobile Banking
O02469,22/09/2024,C0982,Mobile Banking
O02470,22/04/2024,C1151,Cash
O02471,26/10/2024,C0378,Card
O02472,01/09/2024,C0815,Cash
O02473,08/03/2024,C1361,Mobile Banking
O02474,30/05/2024,C1415,Mobile Banking
O02475,25/09/2024,C0932,Card
O02476,30/12/2024,C0156,Cash
O02477,21/03/2024,C0482,Card
O02478,08/01/2024,C1077,Mobile Banking
O02479,02/06/2024,C1057,Card
O02480,25/08/2024,C0727,Cash
O02481,29/07/2024,C1275,Card
O02482,14/11/2024,C0560,Mobile Banking
O02483,05/09/2024,C0854,Card
O02484,09/10/2024,C0530,Card
O02485,08/10/2024,C0303,Card
O02486,19/06/2024,C1116,Card
O02487,14/05/2024,C0954,Mobile Banking
O02488,03/07/2024,C0816,Mobile Banking
O02489,27/10/2024,C1062,Mobile Banking
O02490,19/03/2024,C0962,Mobile Banking
O02491,06/01/2024,C0898,Card
O02492,21/04/2024,C1346,Card
O02493,25/05/2024,C1323,Card
O02494,23/04/2024,C0966,Cash
O02495,08/07/2024,C0575,Cash
O02496,31/10/2024,C0797,Cash
O02497,23/10/2024,C1282,Cash
O02498,22/07/2024,C0265,Mobile Banking
O02499,01/01/2024,C0383,Cash
O02500,01/11/2024,C0366,Card
O02501,24/08/2024,C0294,Card
O02502,02/07/2024,C0603,Card
O02503,16/10/2024,C0411,Mobile Banking
O02504,04/12/2024,C1064,Mobile Banking
O02505,26/11/2024,C0805,Mobile Banking
O02506,30/12/2024,C0005,Cash
O02507,07/07/2024,C0453,Card
O02508,06/04/2024,C1228,Cash
O02509,05/09/2024,C0504,Card
O02510,25/07/2024,C1495,Cash
O02511,09/01/2024,C0707,Cash
O02512,01/04/2024,C1296,Card
O02513,12/06/2024,C0333,Cash
O02514,05/08/2024,C0358,Cash
O02515,20/04/2024,C0348,Card
O02516,26/12/2024,C0691,Cash
O02517,11/11/2024,C1396,Cash
O02518,12/08/2024,C0172,Card
O02519,17/04/2024,C1289,Card
O02520,18/11/2024,C1371,Cash
O02521,22/09/2024,C1105,Cash
O02522,09/11/2024,C1254,Cash
O02523,10/02/2024,C0837,Cash
O02524,06/04/2024,C0928,Cash
O02525,03/05/2024,C0172,Card
O02526,22/09/2024,C1284,Mobile Banking
O02527,02/08/2024,C0139,Mobile Banking
O02528,14/05/2024,C1203,Cash
O02529,31/05/2024,C0787,Cash
O02530,23/04/2024,C0362,Mobile Banking
O02531,12/09/2024,C1488,Cash
O02532,09/02/2024,C0248,Mobile Banking
O02533,07/04/2024,C0052,Card
O02534,27/08/2024,C1102,Mobile Banking
O02535,03/03/2024,C1213,Mobile Banking
O02536,08/12/2024,C0222,Mobile Banking
O02537,10/01/2024,C1084,Cash
O02538,06/07/2024,C1369,Mobile Banking
O02539,16/06/2024,C0999,Cash
O02540,20/08/2024,C0269,Card
O02541,23/01/2024,C0410,Cash
O02542,15/02/2024,C0841,Mobile Banking
O02543,21/01/2024,C0893,Mobile Banking
O02544,07/06/2024,C0255,Mobile Banking
O02545,22/10/2024,C1497,Mobile Banking
O02546,16/08/2024,C0620,Mobile Banking
O02547,08/08/2024,C1217,Cash
O02548,23/08/2024,C0829,Card
O02549,07/12/2024,C0087,Mobile Banking
O02550,05/04/2024,C0717,Cash
O02551,14/06/2024,C0210,Card
O02552,12/05/2024,C0388,Mobile Banking
O02553,19/07/2024,C0385,Mobile Banking
O02554,26/05/2024,C1139,Card
O02555,14/03/2024,C1494,Card
O02556,17/01/2024,C1477,Card
O02557,07/09/2024,C0037,Cash
O02558,13/01/2024,C0255,Mobile Banking
O02559,23/10/2024,C0221,Card
O02560,21/06/2024,C0642,Card
O02561,02/06/2024,C0016,Card
O02562,25/02/2024,C0225,Cash
O02563,05/03/2024,C0528,Cash
O02564,20/02/2024,C0775,Mobile Banking
O02565,03/04/2024,C1321,Mobile Banking
O02566,22/10/2024,C1134,Cash
O02567,09/07/2024,C0204,Card
O02568,13/05/2024,C1082,Card
O02569,27/02/2024,C0426,Mobile Banking
O02570,09/01/2024,C1147,Cash
O02571,30/04/2024,C1302,Card
O02572,20/01/2024,C0145,Mobile Banking
O02573,13/09/2024,C0055,Card
O02574,24/11/2024,C1255,Mobile Banking
O02575,08/07/2024,C1192,Cash
O02576,05/08/2024,C0794,Card
O02577,15/03/2024,C0030,Cash
O02578,29/04/2024,C0539,Cash
O02579,16/12/2024,C1279,Card
O02580,08/11/2024,C0350,Mobile Banking
O02581,01/01/2024,C0202,Card
O02582,29/07/2024,C0508,Card
O02583,03/12/2024,C0231,Cash
O02584,11/06/2024,C1381,Card
O02585,04/01/2024,C0309,Cash
O02586,09/09/2024,C0529,Mobile Banking
O02587,29/06/2024,C1450,Cash
O02588,14/10/2024,C0321,Cash
O02589,13/02/2024,C0469,Card
O02590,21/07/2024,C0858,Mobile Banking
O02591,11/01/2024,C0120,Mobile Banking
O02592,07/10/2024,C1254,Card
O02593,15/06/2024,C0036,Card
O02594,26/09/2024,C1252,Cash
O02595,21/12/2024,C0563,Mobile Banking
O02596,29/01/2024,C1094,Mobile Banking
O02597,11/09/2024,C0415,Mobile Banking
O02598,03/03/2024,C0227,Card
O02599,22/07/2024,C1379,Card
O02600,20/08/2024,C1480,Cash
O02601,15/09/2024,C1258,Cash
O02602,29/07/2024,C0919,Card
O02603,31/07/2024,C0735,Card
O02604,20/06/2024,C0051,Card
O02605,20/10/2024,C0723,Mobile Banking
O02606,20/07/2024,C1447,Cash
O02607,09/05/2024,C1443,Mobile Banking
O02608,07/03/2024,C0914,Cash
O02609,20/09/2024,C0055,Cash
O02610,28/11/2024,C0332,Card
O02611,09/10/2024,C0108,Mobile Banking
O02612,14/06/2024,C1040,Cash
O02613,30/04/2024,C0532,Card
O02614,29/02/2024,C1273,Card
O02615,18/11/2024,C0356,Cash
O02616,27/10/2024,C0098,Cash
O02617,28/10/2024,C1097,Cash
O02618,01/05/2024,C0040,Mobile Banking
O02619,07/09/2024,C0363,Cash
O02620,03/06/2024,C0588,Card
O02621,01/04/2024,C1419,Cash
O02622,08/11/2024,C0025,Cash
O02623,22/08/2024,C1458,Card
O02624,28/10/2024,C0209,Mobile Banking
O02625,20/10/2024,C0335,Mobile Banking
O02626,08/03/2024,C0201,Mobile Banking
O02627,10/02/2024,C0049,Card
O02628,10/12/2024,C1113,Mobile Banking
O02629,05/06/2024,C0489,Card
O02630,05/04/2024,C0758,Cash
O02631,31/08/2024,C0075,Card
O02632,07/07/2024,C0612,Card
O02633,08/02/2024,C0200,Card
O02634,13/01/2024,C0140,Mobile Banking
O02635,18/12/2024,C0261,Mobile Banking
O02636,30/03/2024,C0404,Card
O02637,26/11/2024,C0202,Cash
O02638,10/08/2024,C1116,Mobile Banking
O02639,18/01/2024,C1107,Mobile Banking
O02640,25/05/2024,C0812,Cash
O02641,14/02/2024,C0396,Card
O02642,13/09/2024,C1183,Mobile Banking
O02643,02/10/2024,C1473,Mobile Banking
O02644,13/02/2024,C0560,Card
O02645,30/11/2024,C0510,Cash
O02646,01/12/2024,C1179,Mobile Banking
O02647,27/02/2024,C1114,Card
O02648,24/06/2024,C1103,Cash
O02649,20/10/2024,C0691,Cash
O02650,13/11/2024,C0708,Cash
O02651,16/03/2024,C1126,Cash
O02652,29/05/2024,C0902,Mobile Banking
O02653,23/08/2024,C0670,Card
O02654,09/11/2024,C0152,Cash
O02655,05/01/2024,C1478,Card
O02656,28/08/2024,C0891,Mobile Banking
O02657,11/07/2024,C0456,Card
O02658,28/10/2024,C0464,Mobile Banking
O02659,12/08/2024,C0361,Card
O02660,06/10/2024,C0665,Card
O02661,13/01/2024,C1487,Mobile Banking
O02662,15/08/2024,C0513,Card
O02663,25/02/2024,C1241,Cash
O02664,26/10/2024,C1439,Card
O02665,03/01/2024,C0722,Card
O02666,05/07/2024,C1224,Mobile Banking
O02667,16/04/2024,C0790,Cash
O02668,05/10/2024,C0150,Mobile Banking
O02669,23/03/2024,C0959,Card
O02670,13/12/2024,C1211,Mobile Banking
O02671,17/01/2024,C0303,Card
O02672,27/03/2024,C0960,Mobile Banking
O02673,11/05/2024,C1069,Cash
O02674,05/03/2024,C1464,Cash
O02675,18/04/2024,C0656,Mobile Banking
O02676,28/01/2024,C0227,Mobile Banking
O02677,23/02/2024,C1036,Mobile Banking
O02678,14/08/2024,C0937,Cash
O02679,23/06/2024,C1303,Mobile Banking
O02680,13/12/2024,C1011,Cash
O02681,18/01/2024,C0439,Mobile Banking
O02682,27/05/2024,C1331,Cash
O02683,01/10/2024,C0975,Cash
O02684,10/07/2024,C0697,Cash
O02685,06/04/2024,C0130,Card
O02686,13/11/2024,C1289,Card
O02687,30/12/2024,C0698,Mobile Banking
O02688,08/10/2024,C1175,Mobile Banking
O02689,01/07/2024,C0089,Cash
O02690,03/10/2024,C1009,Mobile Banking
O02691,03/02/2024,C1244,Mobile Banking
O02692,22/11/2024,C0351,Card
O02693,07/12/2024,C0147,Card
O02694,22/07/2024,C0024,Card
O02695,01/03/2024,C1119,Card
O02696,04/12/2024,C1493,Mobile Banking
O02697,03/10/2024,C1113,Cash
O02698,19/05/2024,C1097,Mobile Banking
O02699,12/07/2024,C1080,Mobile Banking
O02700,17/07/2024,C0994,Cash
O02701,02/12/2024,C0216,Card
O02702,25/01/2024,C0371,Card
O02703,03/07/2024,C1475,Mobile Banking
O02704,03/04/2024,C0871,Card
O02705,11/08/2024,C1406,Mobile Banking
O02706,28/07/2024,C0664,Card
O02707,24/02/2024,C0304,Card
O02708,05/03/2024,C0767,Cash
O02709,18/12/2024,C0870,Cash
O02710,08/04/2024,C0469,Card
O02711,24/07/2024,C1104,Cash
O02712,13/02/2024,C0955,Mobile Banking
O02713,08/09/2024,C1012,Cash
O02714,26/02/2024,C1151,Mobile Banking
O02715,25/04/2024,C0693,Card
O02716,02/10/2024,C0532,Mobile Banking
O02717,05/07/2024,C0304,Card
O02718,07/01/2024,C0755,Cash
O02719,24/03/2024,C0778,Mobile Banking
O02720,10/05/2024,C0610,Mobile Banking
O02721,25/03/2024,C0272,Card
O02722,10/04/2024,C0268,Card
O02723,28/10/2024,C1492,Mobile Banking
O02724,03/09/2024,C1155,Cash
O02725,25/08/2024,C1321,Card
O02726,06/01/2024,C0185,Mobile Banking
O02727,05/04/2024,C0036,Cash
O02728,13/12/2024,C0668,Mobile Banking
O02729,10/06/2024,C0237,Mobile Banking
O02730,11/10/2024,C1453,Mobile Banking
O02731,29/07/2024,C1471,Mobile Banking
O02732,22/05/2024,C1442,Cash
O02733,14/10/2024,C0635,Card
O02734,14/10/2024,C1357,Cash
O02735,22/11/2024,C1187,Card
O02736,16/08/2024,C0065,Card
O02737,24/07/2024,C1417,Cash
O02738,05/12/2024,C1067,Mobile Banking
O02739,06/11/2024,C0362,Mobile Banking
O02740,10/07/2024,C1070,Mobile Banking
O02741,13/05/2024,C0855,Mobile Banking
O02742,06/04/2024,C0548,Mobile Banking
O02743,18/03/2024,C0326,Cash
O02744,04/08/2024,C0050,Card
O02745,11/03/2024,C1050,Cash
O02746,06/01/2024,C1294,Mobile Banking
O02747,24/11/2024,C0321,Cash
O02748,29/03/2024,C0925,Card
O02749,08/08/2024,C1199,Mobile Banking
O02750,16/09/2024,C1453,Card
O02751,21/05/2024,C0979,Cash
O02752,17/01/2024,C0184,Mobile Banking
O02753,09/05/2024,C0544,Card
O02754,12/12/2024,C0401,Mobile Banking
O02755,01/08/2024,C1455,Card
O02756,08/10/2024,C0280,Mobile Banking
O02757,26/03/2024,C0154,Card
O02758,27/12/2024,C0800,Card
O02759,05/08/2024,C1019,Cash
O02760,11/03/2024,C0278,Cash
O02761,08/09/2024,C0928,Mobile Banking
O02762,01/07/2024,C0868,Mobile Banking
O02763,12/02/2024,C0751,Cash
O02764,27/05/2024,C0508,Mobile Banking
O02765,18/08/2024,C0891,Card
O02766,02/05/2024,C0874,Mobile Banking
O02767,18/11/2024,C1423,Cash
O02768,25/09/2024,C1276,Card
O02769,15/12/2024,C1460,Card
O02770,15/08/2024,C0376,Mobile Banking
O02771,20/07/2024,C0777,Mobile Banking
O02772,01/04/2024,C0400,Card
O02773,29/10/2024,C0740,Mobile Banking
O02774,29/05/2024,C0408,Cash
O02775,01/04/2024,C0465,Cash
O02776,16/02/2024,C0101,Cash
O02777,09/12/2024,C0105,Card
O02778,14/10/2024,C0598,Cash
O02779,04/01/2024,C1095,Cash
O02780,23/09/2024,C0568,Cash
O02781,19/07/2024,C0932,Mobile Banking
O02782,26/04/2024,C1032,Cash
O02783,14/04/2024,C0989,Card
O02784,09/02/2024,C0432,Mobile Banking
O02785,21/01/2024,C0300,Mobile Banking
O02786,07/07/2024,C1486,Card
O02787,16/12/2024,C0795,Card
O02788,25/05/2024,C0617,Cash
O02789,19/12/2024,C0144,Card
O02790,08/08/2024,C0833,Cash
